cliente_id,nombre_cliente,fecha_atencion,servicio
C2414,Cliente 2414,2025-03-02,Servicio A
C2415,Cliente 2415,2025-03-03,Servicio C
C2416,Cliente 2416,2025-03-21,Servicio C
C2417,Cliente 2417,2025-03-20,Servicio A
C2418,Cliente 2418,2025-03-01,Servicio B
C2419,Cliente 2419,2025-04-01,Servicio A
C2420,Cliente 2420,2025-03-19,Servicio A
C2421,Cliente 2421,2025-03-11,Servicio C
C2422,Cliente 2422,2025-03-19,Servicio A
C2423,Cliente 2423,2025-03-28,Servicio C
C2424,Cliente 2424,2025-03-18,Servicio B
C2425,Cliente 2425,2025-03-17,Servicio A
C2426,Cliente 2426,2025-03-17,Servicio B
C2427,Cliente 2427,2025-03-25,Servicio C
C2428,Cliente 2428,2025-03-29,Servicio C
C2429,Cliente 2429,2025-03-25,Servicio B
C2430,Cliente 2430,2025-03-15,Servicio C
C2431,Cliente 2431,2025-03-07,Servicio A
C2432,Cliente 2432,2025-03-19,Servicio A
C2433,Cliente 2433,2025-04-01,Servicio A
C2434,Cliente 2434,2025-03-04,Servicio C
C2435,Cliente 2435,2025-03-04,Servicio A
C2436,Cliente 2436,2025-03-21,Servicio C
C2437,Cliente 2437,2025-03-29,Servicio C
C2438,Cliente 2438,2025-03-27,Servicio C
C2439,Cliente 2439,2025-03-20,Servicio C
C2440,Cliente 2440,2025-03-27,Servicio B
C2441,Cliente 2441,2025-03-09,Servicio C
C2442,Cliente 2442,2025-03-09,Servicio A
C2443,Cliente 2443,2025-03-05,Servicio A
C2444,Cliente 2444,2025-03-31,Servicio A
C2445,Cliente 2445,2025-03-16,Servicio C
C2446,Cliente 2446,2025-03-03,Servicio B
C2447,Cliente 2447,2025-03-06,Servicio B
C2448,Cliente 2448,2025-04-01,Servicio C
C2449,Cliente 2449,2025-03-02,Servicio C
C2450,Cliente 2450,2025-03-09,Servicio C
C2451,Cliente 2451,2025-03-30,Servicio C
C2452,Cliente 2452,2025-03-02,Servicio C
C2453,Cliente 2453,2025-03-22,Servicio A
C2454,Cliente 2454,2025-03-15,Servicio C
C2455,Cliente 2455,2025-03-22,Servicio C
C2456,Cliente 2456,2025-03-05,Servicio C
C2457,Cliente 2457,2025-03-12,Servicio C
C2458,Cliente 2458,2025-03-08,Servicio B
C2459,Cliente 2459,2025-03-24,Servicio A
C2460,Cliente 2460,2025-03-18,Servicio C
C2461,Cliente 2461,2025-03-09,Servicio C
C2462,Cliente 2462,2025-03-07,Servicio B
C2463,Cliente 2463,2025-03-16,Servicio B
C2464,Cliente 2464,2025-03-04,Servicio C
C2465,Cliente 2465,2025-03-08,Servicio B
C2466,Cliente 2466,2025-03-06,Servicio A
C2467,Cliente 2467,2025-03-22,Servicio A
C2468,Cliente 2468,2025-03-25,Servicio C
C2469,Cliente 2469,2025-03-11,Servicio A
C2470,Cliente 2470,2025-03-16,Servicio B
C2471,Cliente 2471,2025-03-23,Servicio C
C2472,Cliente 2472,2025-03-19,Servicio B
C2473,Cliente 2473,2025-03-03,Servicio C
C2474,Cliente 2474,2025-03-03,Servicio A
C2475,Cliente 2475,2025-03-03,Servicio B
C2476,Cliente 2476,2025-03-08,Servicio A
C2477,Cliente 2477,2025-03-26,Servicio C
C2478,Cliente 2478,2025-03-17,Servicio B
C2479,Cliente 2479,2025-03-28,Servicio A
C2480,Cliente 2480,2025-03-19,Servicio A
C2481,Cliente 2481,2025-03-04,Servicio A
C2482,Cliente 2482,2025-03-11,Servicio B
C2483,Cliente 2483,2025-03-06,Servicio A
C2484,Cliente 2484,2025-03-01,Servicio C
C2485,Cliente 2485,2025-03-29,Servicio B
C2486,Cliente 2486,2025-03-26,Servicio B
C2487,Cliente 2487,2025-03-31,Servicio A
C2488,Cliente 2488,2025-03-05,Servicio A
C2489,Cliente 2489,2025-03-09,Servicio A
C2490,Cliente 2490,2025-03-27,Servicio C
C2491,Cliente 2491,2025-03-07,Servicio C
C2492,Cliente 2492,2025-03-31,Servicio A
C2493,Cliente 2493,2025-03-10,Servicio A
C2494,Cliente 2494,2025-03-03,Servicio C
C2495,Cliente 2495,2025-03-29,Servicio A
C2496,Cliente 2496,2025-03-30,Servicio B
C2497,Cliente 2497,2025-03-02,Servicio B
C2498,Cliente 2498,2025-03-01,Servicio B
C2499,Cliente 2499,2025-03-27,Servicio A
C2500,Cliente 2500,2025-03-31,Servicio A
C2501,Cliente 2501,2025-03-11,Servicio A
C2502,Cliente 2502,2025-03-19,Servicio B
C2503,Cliente 2503,2025-03-20,Servicio C
C2504,Cliente 2504,2025-03-30,Servicio C
C2505,Cliente 2505,2025-03-19,Servicio C
C2506,Cliente 2506,2025-03-01,Servicio A
C2507,Cliente 2507,2025-03-27,Servicio C
C2508,Cliente 2508,2025-03-15,Servicio A
C2509,Cliente 2509,2025-03-07,Servicio C
C2510,Cliente 2510,2025-03-13,Servicio A
C2511,Cliente 2511,2025-03-31,Servicio B
C2512,Cliente 2512,2025-03-19,Servicio C
C2513,Cliente 2513,2025-03-21,Servicio A
C2514,Cliente 2514,2025-03-28,Servicio B
C2515,Cliente 2515,2025-03-10,Servicio A
C2516,Cliente 2516,2025-03-03,Servicio A
C2517,Cliente 2517,2025-03-27,Servicio B
C2518,Cliente 2518,2025-03-18,Servicio C
C2519,Cliente 2519,2025-03-06,Servicio C
C2520,Cliente 2520,2025-03-24,Servicio B
C2521,Cliente 2521,2025-03-09,Servicio A
C2522,Cliente 2522,2025-03-29,Servicio A
C2523,Cliente 2523,2025-03-27,Servicio C
C2524,Cliente 2524,2025-03-15,Servicio B
C2525,Cliente 2525,2025-03-14,Servicio B
C2526,Cliente 2526,2025-03-06,Servicio A
C2527,Cliente 2527,2025-03-28,Servicio A
C2528,Cliente 2528,2025-03-24,Servicio A
C2529,Cliente 2529,2025-03-05,Servicio C
C2530,Cliente 2530,2025-03-14,Servicio B
C2531,Cliente 2531,2025-03-27,Servicio B
C2532,Cliente 2532,2025-03-22,Servicio C
C2533,Cliente 2533,2025-03-05,Servicio A
C2534,Cliente 2534,2025-03-24,Servicio A
C2535,Cliente 2535,2025-03-26,Servicio B
C2536,Cliente 2536,2025-03-17,Servicio B
C2537,Cliente 2537,2025-03-10,Servicio A
C2538,Cliente 2538,2025-03-21,Servicio A
C2539,Cliente 2539,2025-03-22,Servicio C
C2540,Cliente 2540,2025-03-11,Servicio B
C2541,Cliente 2541,2025-03-22,Servicio A
C2542,Cliente 2542,2025-03-06,Servicio A
C2543,Cliente 2543,2025-03-04,Servicio A
C2544,Cliente 2544,2025-03-24,Servicio B
C2545,Cliente 2545,2025-03-20,Servicio C
C2546,Cliente 2546,2025-03-12,Servicio C
C2547,Cliente 2547,2025-03-06,Servicio B
C2548,Cliente 2548,2025-03-28,Servicio A
C2549,Cliente 2549,2025-03-14,Servicio B
C2550,Cliente 2550,2025-03-11,Servicio A
C2551,Cliente 2551,2025-03-07,Servicio C
C2552,Cliente 2552,2025-03-06,Servicio C
C2553,Cliente 2553,2025-03-11,Servicio C
C2554,Cliente 2554,2025-03-15,Servicio C
C2555,Cliente 2555,2025-03-25,Servicio C
C2556,Cliente 2556,2025-03-19,Servicio B
C2557,Cliente 2557,2025-03-28,Servicio C
C2558,Cliente 2558,2025-03-07,Servicio A
C2559,Cliente 2559,2025-03-28,Servicio A
C2560,Cliente 2560,2025-03-22,Servicio C
C2561,Cliente 2561,2025-03-11,Servicio C
C2562,Cliente 2562,2025-04-01,Servicio C
C2563,Cliente 2563,2025-03-22,Servicio A
C2564,Cliente 2564,2025-03-07,Servicio B
C2565,Cliente 2565,2025-03-17,Servicio B
C2566,Cliente 2566,2025-03-04,Servicio B
C2567,Cliente 2567,2025-03-15,Servicio A
C2568,Cliente 2568,2025-03-19,Servicio A
C2569,Cliente 2569,2025-03-09,Servicio B
C2570,Cliente 2570,2025-03-29,Servicio C
C2571,Cliente 2571,2025-03-15,Servicio B
C2572,Cliente 2572,2025-03-08,Servicio A
C2573,Cliente 2573,2025-03-26,Servicio B
C2574,Cliente 2574,2025-03-28,Servicio B
C2575,Cliente 2575,2025-03-04,Servicio A
C2576,Cliente 2576,2025-03-10,Servicio A
C2577,Cliente 2577,2025-03-17,Servicio A
C2578,Cliente 2578,2025-03-01,Servicio B
C2579,Cliente 2579,2025-03-29,Servicio B
C2580,Cliente 2580,2025-03-10,Servicio C
C2581,Cliente 2581,2025-03-16,Servicio A
C2582,Cliente 2582,2025-03-29,Servicio A
C2583,Cliente 2583,2025-03-19,Servicio A
C2584,Cliente 2584,2025-03-06,Servicio C
C2585,Cliente 2585,2025-03-16,Servicio B
C2586,Cliente 2586,2025-03-22,Servicio B
C2587,Cliente 2587,2025-03-15,Servicio A
C2588,Cliente 2588,2025-03-24,Servicio B
C2589,Cliente 2589,2025-03-08,Servicio C
C2590,Cliente 2590,2025-03-06,Servicio B
C2591,Cliente 2591,2025-03-04,Servicio C
C2592,Cliente 2592,2025-03-22,Servicio B
C2593,Cliente 2593,2025-03-25,Servicio B
C2594,Cliente 2594,2025-03-02,Servicio C
C2595,Cliente 2595,2025-03-14,Servicio C
C2596,Cliente 2596,2025-03-29,Servicio C
C2597,Cliente 2597,2025-03-28,Servicio B
C2598,Cliente 2598,2025-03-17,Servicio A
C2599,Cliente 2599,2025-03-19,Servicio C
C2600,Cliente 2600,2025-03-03,Servicio A
C2601,Cliente 2601,2025-03-16,Servicio A
C2602,Cliente 2602,2025-03-29,Servicio C
C2603,Cliente 2603,2025-03-30,Servicio B
C2604,Cliente 2604,2025-03-22,Servicio C
C2605,Cliente 2605,2025-03-29,Servicio C
C2606,Cliente 2606,2025-03-08,Servicio C
C2607,Cliente 2607,2025-03-19,Servicio B
C2608,Cliente 2608,2025-03-07,Servicio B
C2609,Cliente 2609,2025-03-17,Servicio B
C2610,Cliente 2610,2025-03-27,Servicio A
C2611,Cliente 2611,2025-03-03,Servicio B
C2612,Cliente 2612,2025-03-05,Servicio C
C2613,Cliente 2613,2025-03-06,Servicio A
C2614,Cliente 2614,2025-03-21,Servicio B
C2615,Cliente 2615,2025-03-12,Servicio C
C2616,Cliente 2616,2025-03-08,Servicio C
C2617,Cliente 2617,2025-03-14,Servicio B
C2618,Cliente 2618,2025-03-01,Servicio B
C2619,Cliente 2619,2025-03-05,Servicio A
C2620,Cliente 2620,2025-03-19,Servicio A
C2621,Cliente 2621,2025-03-16,Servicio A
C2622,Cliente 2622,2025-03-03,Servicio C
C2623,Cliente 2623,2025-03-02,Servicio A
C2624,Cliente 2624,2025-03-01,Servicio B
C2625,Cliente 2625,2025-03-13,Servicio A
C2626,Cliente 2626,2025-03-21,Servicio A
C2627,Cliente 2627,2025-03-16,Servicio C
C2628,Cliente 2628,2025-03-24,Servicio A
C2629,Cliente 2629,2025-03-28,Servicio C
C2630,Cliente 2630,2025-03-05,Servicio C
C2631,Cliente 2631,2025-03-29,Servicio C
C2632,Cliente 2632,2025-03-11,Servicio A
C2633,Cliente 2633,2025-03-25,Servicio A
C2634,Cliente 2634,2025-03-28,Servicio C
C2635,Cliente 2635,2025-03-10,Servicio B
C2636,Cliente 2636,2025-03-22,Servicio C
C2637,Cliente 2637,2025-03-30,Servicio A
C2638,Cliente 2638,2025-03-31,Servicio A
C2639,Cliente 2639,2025-03-31,Servicio B
C2640,Cliente 2640,2025-03-10,Servicio C
C2641,Cliente 2641,2025-03-01,Servicio C
C2642,Cliente 2642,2025-03-26,Servicio C
C2643,Cliente 2643,2025-03-16,Servicio A
C2644,Cliente 2644,2025-03-23,Servicio C
C2645,Cliente 2645,2025-03-02,Servicio A
C2646,Cliente 2646,2025-04-01,Servicio B
C2647,Cliente 2647,2025-03-09,Servicio A
C2648,Cliente 2648,2025-03-16,Servicio A
C2649,Cliente 2649,2025-03-03,Servicio B
C2650,Cliente 2650,2025-03-28,Servicio A
C2651,Cliente 2651,2025-03-12,Servicio A
C2652,Cliente 2652,2025-03-31,Servicio C
C2653,Cliente 2653,2025-03-12,Servicio B
C2654,Cliente 2654,2025-03-29,Servicio C
C2655,Cliente 2655,2025-03-23,Servicio A
C2656,Cliente 2656,2025-03-09,Servicio C
C2657,Cliente 2657,2025-03-15,Servicio A
C2658,Cliente 2658,2025-03-24,Servicio B
C2659,Cliente 2659,2025-03-14,Servicio B
C2660,Cliente 2660,2025-03-09,Servicio B
C2661,Cliente 2661,2025-03-10,Servicio C
C2662,Cliente 2662,2025-03-16,Servicio B
C2663,Cliente 2663,2025-03-07,Servicio B
C2664,Cliente 2664,2025-03-27,Servicio B
C2665,Cliente 2665,2025-03-03,Servicio B
C2666,Cliente 2666,2025-03-23,Servicio A
C2667,Cliente 2667,2025-03-11,Servicio C
C2668,Cliente 2668,2025-03-08,Servicio B
C2669,Cliente 2669,2025-03-24,Servicio A
C2670,Cliente 2670,2025-03-31,Servicio A
C2671,Cliente 2671,2025-03-28,Servicio B
C2672,Cliente 2672,2025-03-25,Servicio B
C2673,Cliente 2673,2025-03-11,Servicio A
C2674,Cliente 2674,2025-03-22,Servicio C
C2675,Cliente 2675,2025-04-01,Servicio C
C2676,Cliente 2676,2025-03-05,Servicio B
C2677,Cliente 2677,2025-03-29,Servicio B
C2678,Cliente 2678,2025-03-16,Servicio C
C2679,Cliente 2679,2025-03-25,Servicio C
C2680,Cliente 2680,2025-03-07,Servicio C
C2681,Cliente 2681,2025-03-31,Servicio B
C2682,Cliente 2682,2025-03-04,Servicio C
C2683,Cliente 2683,2025-03-26,Servicio C
C2684,Cliente 2684,2025-03-30,Servicio C
C2685,Cliente 2685,2025-03-26,Servicio C
C2686,Cliente 2686,2025-03-09,Servicio A
C2687,Cliente 2687,2025-03-06,Servicio B
C2688,Cliente 2688,2025-03-01,Servicio C
C2689,Cliente 2689,2025-03-30,Servicio C
C2690,Cliente 2690,2025-03-20,Servicio A
C2691,Cliente 2691,2025-03-24,Servicio A
C2692,Cliente 2692,2025-03-13,Servicio A
C2693,Cliente 2693,2025-03-04,Servicio C
C2694,Cliente 2694,2025-03-25,Servicio A
C2695,Cliente 2695,2025-03-23,Servicio B
C2696,Cliente 2696,2025-03-13,Servicio C
C2697,Cliente 2697,2025-03-15,Servicio C
C2698,Cliente 2698,2025-03-25,Servicio C
C2699,Cliente 2699,2025-03-17,Servicio A
C2700,Cliente 2700,2025-03-21,Servicio C
C2701,Cliente 2701,2025-03-19,Servicio B
C2702,Cliente 2702,2025-04-01,Servicio B
C2703,Cliente 2703,2025-03-09,Servicio C
C2704,Cliente 2704,2025-03-11,Servicio B
C2705,Cliente 2705,2025-03-20,Servicio A
C2706,Cliente 2706,2025-03-18,Servicio C
C2707,Cliente 2707,2025-03-27,Servicio A
C2708,Cliente 2708,2025-03-11,Servicio B
C2709,Cliente 2709,2025-03-10,Servicio C
C2710,Cliente 2710,2025-03-10,Servicio B
C2711,Cliente 2711,2025-03-04,Servicio B
C2712,Cliente 2712,2025-03-16,Servicio B
C2713,Cliente 2713,2025-03-14,Servicio C
C2714,Cliente 2714,2025-03-15,Servicio A
C2715,Cliente 2715,2025-03-15,Servicio A
C2716,Cliente 2716,2025-03-02,Servicio C
C2717,Cliente 2717,2025-03-01,Servicio A
C2718,Cliente 2718,2025-03-15,Servicio A
C2719,Cliente 2719,2025-03-21,Servicio C
C2720,Cliente 2720,2025-03-29,Servicio A
C2721,Cliente 2721,2025-03-29,Servicio A
C2722,Cliente 2722,2025-03-22,Servicio B
C2723,Cliente 2723,2025-03-17,Servicio C
C2724,Cliente 2724,2025-03-07,Servicio A
C2725,Cliente 2725,2025-03-13,Servicio A
C2726,Cliente 2726,2025-03-11,Servicio A
C2727,Cliente 2727,2025-03-20,Servicio B
C2728,Cliente 2728,2025-03-12,Servicio C
C2729,Cliente 2729,2025-03-04,Servicio C
C2730,Cliente 2730,2025-03-23,Servicio A
C2731,Cliente 2731,2025-03-02,Servicio A
C2732,Cliente 2732,2025-03-29,Servicio B
C2733,Cliente 2733,2025-03-12,Servicio C
C2734,Cliente 2734,2025-03-18,Servicio B
C2735,Cliente 2735,2025-03-15,Servicio B
C2736,Cliente 2736,2025-03-04,Servicio A
C2737,Cliente 2737,2025-03-09,Servicio B
C2738,Cliente 2738,2025-03-12,Servicio C
C2739,Cliente 2739,2025-03-17,Servicio A
C2740,Cliente 2740,2025-03-05,Servicio C
C2741,Cliente 2741,2025-03-26,Servicio A
C2742,Cliente 2742,2025-03-08,Servicio A
C2743,Cliente 2743,2025-03-08,Servicio C
C2744,Cliente 2744,2025-03-03,Servicio A
C2745,Cliente 2745,2025-03-02,Servicio C
C2746,Cliente 2746,2025-03-28,Servicio C
C2747,Cliente 2747,2025-04-01,Servicio B
C2748,Cliente 2748,2025-03-31,Servicio C
C2749,Cliente 2749,2025-03-23,Servicio C
C2750,Cliente 2750,2025-03-18,Servicio B
C2751,Cliente 2751,2025-03-04,Servicio C
C2752,Cliente 2752,2025-03-06,Servicio C
C2753,Cliente 2753,2025-03-05,Servicio C
C2754,Cliente 2754,2025-03-27,Servicio A
C2755,Cliente 2755,2025-03-21,Servicio C
C2756,Cliente 2756,2025-03-10,Servicio B
C2757,Cliente 2757,2025-03-28,Servicio A
C2758,Cliente 2758,2025-03-16,Servicio B
C2759,Cliente 2759,2025-03-30,Servicio C
C2760,Cliente 2760,2025-03-18,Servicio A
C2761,Cliente 2761,2025-03-31,Servicio B
C2762,Cliente 2762,2025-03-16,Servicio B
C2763,Cliente 2763,2025-03-27,Servicio A
C2764,Cliente 2764,2025-03-15,Servicio C
C2765,Cliente 2765,2025-03-14,Servicio B
C2766,Cliente 2766,2025-03-06,Servicio C
C2767,Cliente 2767,2025-03-12,Servicio C
C2768,Cliente 2768,2025-03-09,Servicio A
C2769,Cliente 2769,2025-03-26,Servicio A
C2770,Cliente 2770,2025-03-20,Servicio A
C2771,Cliente 2771,2025-03-29,Servicio C
C2772,Cliente 2772,2025-03-06,Servicio C
C2773,Cliente 2773,2025-03-07,Servicio C
C2774,Cliente 2774,2025-03-17,Servicio A
C2775,Cliente 2775,2025-03-11,Servicio B
C2776,Cliente 2776,2025-03-31,Servicio A
C2777,Cliente 2777,2025-03-15,Servicio C
C2778,Cliente 2778,2025-03-10,Servicio A
C2779,Cliente 2779,2025-03-10,Servicio A
C2780,Cliente 2780,2025-03-28,Servicio B
C2781,Cliente 2781,2025-04-01,Servicio C
C2782,Cliente 2782,2025-04-01,Servicio C
C2783,Cliente 2783,2025-03-11,Servicio B
C2784,Cliente 2784,2025-03-22,Servicio C
C2785,Cliente 2785,2025-03-16,Servicio C
C2786,Cliente 2786,2025-03-31,Servicio B
C2787,Cliente 2787,2025-03-04,Servicio B
C2788,Cliente 2788,2025-03-10,Servicio C
C2789,Cliente 2789,2025-03-19,Servicio B
C2790,Cliente 2790,2025-03-25,Servicio C
C2791,Cliente 2791,2025-03-11,Servicio A
C2792,Cliente 2792,2025-03-17,Servicio C
C2793,Cliente 2793,2025-03-08,Servicio A
C2794,Cliente 2794,2025-03-04,Servicio C
C2795,Cliente 2795,2025-03-02,Servicio C
C2796,Cliente 2796,2025-03-04,Servicio A
C2797,Cliente 2797,2025-03-02,Servicio C
C2798,Cliente 2798,2025-03-22,Servicio B
C2799,Cliente 2799,2025-03-01,Servicio B
C2800,Cliente 2800,2025-03-26,Servicio A
C2801,Cliente 2801,2025-03-04,Servicio A
C2802,Cliente 2802,2025-03-31,Servicio A
C2803,Cliente 2803,2025-03-20,Servicio C
C2804,Cliente 2804,2025-03-14,Servicio C
C2805,Cliente 2805,2025-03-02,Servicio B
C2806,Cliente 2806,2025-03-07,Servicio A
C2807,Cliente 2807,2025-04-01,Servicio A
C2808,Cliente 2808,2025-03-25,Servicio B
C2809,Cliente 2809,2025-03-16,Servicio B
C2810,Cliente 2810,2025-03-01,Servicio C
C2811,Cliente 2811,2025-03-18,Servicio C
C2812,Cliente 2812,2025-03-03,Servicio C
C2813,Cliente 2813,2025-03-27,Servicio B
C2814,Cliente 2814,2025-03-19,Servicio A
C2815,Cliente 2815,2025-03-21,Servicio B
C2816,Cliente 2816,2025-03-23,Servicio A
C2817,Cliente 2817,2025-03-29,Servicio A
C2818,Cliente 2818,2025-03-29,Servicio B
C2819,Cliente 2819,2025-03-10,Servicio A
C2820,Cliente 2820,2025-03-29,Servicio C
C2821,Cliente 2821,2025-03-05,Servicio A
C2822,Cliente 2822,2025-03-28,Servicio C
C2823,Cliente 2823,2025-03-03,Servicio C
C2824,Cliente 2824,2025-03-07,Servicio A
C2825,Cliente 2825,2025-03-05,Servicio A
C2826,Cliente 2826,2025-03-15,Servicio B
C2827,Cliente 2827,2025-03-08,Servicio A
C2828,Cliente 2828,2025-03-18,Servicio B
C2829,Cliente 2829,2025-03-24,Servicio B
C2830,Cliente 2830,2025-03-03,Servicio C
C2831,Cliente 2831,2025-03-10,Servicio B
C2832,Cliente 2832,2025-03-15,Servicio B
C2833,Cliente 2833,2025-03-31,Servicio A
C2834,Cliente 2834,2025-03-27,Servicio A
C2835,Cliente 2835,2025-03-08,Servicio A
C2836,Cliente 2836,2025-03-10,Servicio C
C2837,Cliente 2837,2025-03-31,Servicio C
C2838,Cliente 2838,2025-03-27,Servicio C
C2839,Cliente 2839,2025-03-11,Servicio A
C2840,Cliente 2840,2025-03-09,Servicio C
C2841,Cliente 2841,2025-03-24,Servicio A
C2842,Cliente 2842,2025-03-27,Servicio B
C2843,Cliente 2843,2025-03-28,Servicio C
C2844,Cliente 2844,2025-03-24,Servicio B
C2845,Cliente 2845,2025-03-30,Servicio A
C2846,Cliente 2846,2025-03-08,Servicio B
C2847,Cliente 2847,2025-03-19,Servicio C
C2848,Cliente 2848,2025-03-26,Servicio A
C2849,Cliente 2849,2025-03-05,Servicio B
C2850,Cliente 2850,2025-03-22,Servicio C
C2851,Cliente 2851,2025-03-19,Servicio A
C2852,Cliente 2852,2025-03-04,Servicio C
C2853,Cliente 2853,2025-03-26,Servicio A
C2854,Cliente 2854,2025-03-20,Servicio B
C2855,Cliente 2855,2025-03-31,Servicio B
C2856,Cliente 2856,2025-03-04,Servicio B
C2857,Cliente 2857,2025-03-28,Servicio A
C2858,Cliente 2858,2025-04-01,Servicio C
C2859,Cliente 2859,2025-03-28,Servicio B
C2860,Cliente 2860,2025-03-18,Servicio B
C2861,Cliente 2861,2025-03-26,Servicio A
C2862,Cliente 2862,2025-03-09,Servicio C
C2863,Cliente 2863,2025-03-23,Servicio C
C2864,Cliente 2864,2025-03-20,Servicio A
C2865,Cliente 2865,2025-03-20,Servicio C
C2866,Cliente 2866,2025-03-24,Servicio B
C2867,Cliente 2867,2025-03-08,Servicio B
C2868,Cliente 2868,2025-03-21,Servicio C
C2869,Cliente 2869,2025-03-29,Servicio A
C2870,Cliente 2870,2025-03-31,Servicio C
C2871,Cliente 2871,2025-03-26,Servicio B
C2872,Cliente 2872,2025-03-17,Servicio C
C2873,Cliente 2873,2025-03-27,Servicio A
C2874,Cliente 2874,2025-03-22,Servicio C
C2875,Cliente 2875,2025-03-09,Servicio A
C2876,Cliente 2876,2025-03-02,Servicio B
C2877,Cliente 2877,2025-03-15,Servicio A
C2878,Cliente 2878,2025-03-19,Servicio A
C2879,Cliente 2879,2025-03-05,Servicio A
C2880,Cliente 2880,2025-03-27,Servicio C
C2881,Cliente 2881,2025-03-25,Servicio B
C2882,Cliente 2882,2025-03-14,Servicio C
C2883,Cliente 2883,2025-03-24,Servicio B
C2884,Cliente 2884,2025-03-27,Servicio B
C2885,Cliente 2885,2025-03-29,Servicio A
C2886,Cliente 2886,2025-03-04,Servicio B
C2887,Cliente 2887,2025-03-18,Servicio C
C2888,Cliente 2888,2025-03-15,Servicio B
C2889,Cliente 2889,2025-03-26,Servicio A
C2890,Cliente 2890,2025-03-10,Servicio B
C2891,Cliente 2891,2025-03-28,Servicio C
C2892,Cliente 2892,2025-03-31,Servicio C
C2893,Cliente 2893,2025-03-23,Servicio B
C2894,Cliente 2894,2025-03-20,Servicio B
C2895,Cliente 2895,2025-03-25,Servicio A
C2896,Cliente 2896,2025-03-30,Servicio A
C2897,Cliente 2897,2025-03-06,Servicio B
C2898,Cliente 2898,2025-03-24,Servicio C
C2899,Cliente 2899,2025-03-08,Servicio C
C2900,Cliente 2900,2025-03-02,Servicio B
C2901,Cliente 2901,2025-03-27,Servicio C
C2902,Cliente 2902,2025-03-12,Servicio A
C2903,Cliente 2903,2025-03-07,Servicio A
C2904,Cliente 2904,2025-03-24,Servicio C
C2905,Cliente 2905,2025-03-06,Servicio B
C2906,Cliente 2906,2025-03-20,Servicio B
C2907,Cliente 2907,2025-03-20,Servicio A
C2908,Cliente 2908,2025-03-05,Servicio C
C2909,Cliente 2909,2025-03-18,Servicio C
C2910,Cliente 2910,2025-03-28,Servicio B
C2911,Cliente 2911,2025-03-21,Servicio A
C2912,Cliente 2912,2025-03-09,Servicio A
C2913,Cliente 2913,2025-03-22,Servicio A
C2914,Cliente 2914,2025-03-07,Servicio A
C2915,Cliente 2915,2025-03-10,Servicio A
C2916,Cliente 2916,2025-03-15,Servicio C
C2917,Cliente 2917,2025-04-01,Servicio C
C2918,Cliente 2918,2025-03-24,Servicio C
C2919,Cliente 2919,2025-03-10,Servicio C
C2920,Cliente 2920,2025-03-18,Servicio A
C2921,Cliente 2921,2025-03-24,Servicio A
C2922,Cliente 2922,2025-03-30,Servicio C
C2923,Cliente 2923,2025-03-10,Servicio A
C2924,Cliente 2924,2025-03-25,Servicio B
C2925,Cliente 2925,2025-03-16,Servicio B
C2926,Cliente 2926,2025-03-24,Servicio B
C2927,Cliente 2927,2025-03-02,Servicio C
C2928,Cliente 2928,2025-03-31,Servicio B
C2929,Cliente 2929,2025-03-19,Servicio A
C2930,Cliente 2930,2025-03-25,Servicio C
C2931,Cliente 2931,2025-03-10,Servicio C
C2932,Cliente 2932,2025-03-23,Servicio B
C2933,Cliente 2933,2025-03-09,Servicio A
C2934,Cliente 2934,2025-03-18,Servicio C
C2935,Cliente 2935,2025-03-15,Servicio B
C2936,Cliente 2936,2025-03-22,Servicio A
C2937,Cliente 2937,2025-03-23,Servicio A
C2938,Cliente 2938,2025-03-19,Servicio A
C2939,Cliente 2939,2025-03-27,Servicio A
C2940,Cliente 2940,2025-03-22,Servicio C
C2941,Cliente 2941,2025-03-24,Servicio C
C2942,Cliente 2942,2025-03-22,Servicio B
C2943,Cliente 2943,2025-03-14,Servicio C
C2944,Cliente 2944,2025-03-07,Servicio C
C2945,Cliente 2945,2025-03-30,Servicio B
C2946,Cliente 2946,2025-03-09,Servicio A
C2947,Cliente 2947,2025-03-01,Servicio B
C2948,Cliente 2948,2025-03-30,Servicio C
C2949,Cliente 2949,2025-03-23,Servicio B
C2950,Cliente 2950,2025-03-05,Servicio A
C2951,Cliente 2951,2025-03-11,Servicio C
C2952,Cliente 2952,2025-03-10,Servicio B
C2953,Cliente 2953,2025-03-15,Servicio C
